5.0	4.0	0.02	5.04	0.01	25000
5.0	3.0	0.01	5.04	0.01	20000
5.0	3.0	0.02	5.04	0.01	15000
5.0	4.0	0.01	5.04	0.01	10000
5.0	5.0	0.02 	5.04	0.01	10000
0.3	0.3	0.03	0.04	0.05	0.06
0.3	0.3	0.03	0.04	0.05	0.06
0.3	0.3	0.03	0.04	0.05	0.06
0.3	0.3	0.03	0.04	0.05	0.06
0.3	0.3	0.03	0.04	0.05	0.06
0.3	0.3	0.03	0.04	0.05	0.06
0.3	0.3	0.03	0.04	0.05	0.06
0.3	0.3	0.03	0.04	0.05	0.06
0.3	0.3	0.03	0.04	0.05	0.06
0.3	0.3	0.03	0.04	0.05	0.06
0.3	0.3	0.03	0.04	0.05	0.06
0.3	0.3	0.03	0.04	0.05	0.06
0.3	0.3	0.03	0.04	0.05	0.06
0.3	0.3	0.03	0.04	0.05	0.06
0.3	0.3	0.03	0.04	0.05	0.06
0.3	0.3	0.03	0.04	0.05	0.06
0.3	0.3	0.03	0.04	0.05	0.06
0.3	0.3	0.03	0.04	0.05	0.06
0.3	0.3	0.03	0.04	0.05	0.06
0.3	0.3	0.03	0.04	0.05	0.06
0.3	0.3	0.03	0.04	0.05	0.06
0.3	0.3	0.03	0.04	0.05	0.06
0.3	0.3	0.03	0.04	0.05	0.06
0.3	0.3	0.03	0.04	0.05	0.06
0.3	0.3	0.03	0.04	0.05	0.06
0.3	0.3	0.03	0.04	0.05	0.06
0.01	0.02	0.03	0.04	0.05	0.06
0.01	0.02	0.03	0.04	0.05	0.06
0.01	0.02	0.03	0.04	0.05	0.06
