-5.865188658	-0.54991138	3.815963328	1.970719576	9.186809719	2.18496263	4.188733876	1.370230198	-6.315188944	0.85135901
9.958343565	5.005004644	9.199677169	6.299192309	10.88754874	-2.350726128	8.221215189	-0.378458858	2.009613574	-9.734254599
-9.326197445	8.607773185	6.268935025	-5.916271687	-2.317987978	0.446670175	-2.588332117	-0.072741747	5.586236656	10.67955291
-3.873650253	4.793222427	-6.791685164	4.403406262	3.434526026	1.679484606	-6.632844746	-5.275995851	2.331374943	-4.33698988
2.644361913	-1.540965438	6.676332533	4.227990866	1.39985913	-2.908775449	10.33371764	-0.156029701	0.037516534	7.97146523
4.563356936	4.793968439	6.520774066	-7.228063226	0.661209881	2.252606869	-0.861733019	2.189233422	-5.150006235	-0.385766268
9.519450843	10.89748847	1.419808686	-7.928951263	0.900226533	9.751499295	7.118762553	-5.558771849	3.638565242	-1.760147691
-6.206403911	-5.752950191	3.980133474	3.188048005	8.280307829	-5.956981897	6.073918045	-2.288374066	6.544779122	-4.006011009
-5.762148917	-6.580710292	-2.926600873	-8.296705008	5.474435031	-9.133967996	0.513689816	-0.70912981	-2.763632357	-1.743740439
-6.435069025	0.721375227	-6.557833016	-7.603081822	5.118785203	10.38232231	4.741796434	10.90061772	7.649922907	1.912200212
