5.0	5.0	0.02	3.04	0.01	1000
4.0	4.0	0.01	3.74	0.01	5000
3.5	5.0	0.02	4.94	0.01	7000
3.0	4.0	0.01	5.00	0.01	10000
2.5	5.0	0.02 	5.04	0.01	25000
0.3	0.3	0.03	0.04	0.05	0.06
0.3	0.3	0.03	0.04	0.05	0.06
0.3	0.3	0.03	0.04	0.05	0.06
0.3	0.3	0.03	0.04	0.05	0.06
0.3	0.3	0.03	0.04	0.05	0.06
0.3	0.3	0.03	0.04	0.05	0.06
0.3	0.3	0.03	0.04	0.05	0.06
0.3	0.3	0.03	0.04	0.05	0.06
0.3	0.3	0.03	0.04	0.05	0.06
0.3	0.3	0.03	0.04	0.05	0.06
0.3	0.3	0.03	0.04	0.05	0.06
0.3	0.3	0.03	0.04	0.05	0.06
0.3	0.3	0.03	0.04	0.05	0.06
0.3	0.3	0.03	0.04	0.05	0.06
0.3	0.3	0.03	0.04	0.05	0.06
0.3	0.3	0.03	0.04	0.05	0.06
0.3	0.3	0.03	0.04	0.05	0.06
0.3	0.3	0.03	0.04	0.05	0.06
0.3	0.3	0.03	0.04	0.05	0.06
0.3	0.3	0.03	0.04	0.05	0.06
0.3	0.3	0.03	0.04	0.05	0.06
0.3	0.3	0.03	0.04	0.05	0.06
0.3	0.3	0.03	0.04	0.05	0.06
0.3	0.3	0.03	0.04	0.05	0.06
0.3	0.3	0.03	0.04	0.05	0.06
0.3	0.3	0.03	0.04	0.05	0.06
0.01	0.02	0.03	0.04	0.05	0.06
0.01	0.02	0.03	0.04	0.05	0.06
0.01	0.02	0.03	0.04	0.05	0.06
