5.0	4.0	0.02	3.04	0.01	25000
4.0	5.0	0.01	4.04	0.01	20000
3.5	6.0	0.01	5.04	0.01	15000
3.0	4.0	0.01	5.04	0.01	10000
0.0	0.0	0.00 	0.00	0.00	00000
0.3	0.3	0.03	0.04	0.05	0.06
0.3	0.3	0.03	0.04	0.05	0.06
0.3	0.3	0.03	0.04	0.05	0.06
0.3	0.3	0.03	0.04	0.05	0.06
0.3	0.3	0.03	0.04	0.05	0.06
0.3	0.3	0.03	0.04	0.05	0.06
0.3	0.3	0.03	0.04	0.05	0.06
0.3	0.3	0.03	0.04	0.05	0.06
0.3	0.3	0.03	0.04	0.05	0.06
0.3	0.3	0.03	0.04	0.05	0.06
0.3	0.3	0.03	0.04	0.05	0.06
0.3	0.3	0.03	0.04	0.05	0.06
0.3	0.3	0.03	0.04	0.05	0.06
0.3	0.3	0.03	0.04	0.05	0.06
0.3	0.3	0.03	0.04	0.05	0.06
0.3	0.3	0.03	0.04	0.05	0.06
0.3	0.3	0.03	0.04	0.05	0.06
0.3	0.3	0.03	0.04	0.05	0.06
0.3	0.3	0.03	0.04	0.05	0.06
0.3	0.3	0.03	0.04	0.05	0.06
0.3	0.3	0.03	0.04	0.05	0.06
0.3	0.3	0.03	0.04	0.05	0.06
0.3	0.3	0.03	0.04	0.05	0.06
0.3	0.3	0.03	0.04	0.05	0.06
0.3	0.3	0.03	0.04	0.05	0.06
0.3	0.3	0.03	0.04	0.05	0.06
0.01	0.02	0.03	0.04	0.05	0.06
0.01	0.02	0.03	0.04	0.05	0.06
0.01	0.02	0.03	0.04	0.05	0.06
