5.0	4.0	0.02	5.04	0.01	1000
4.0	5.0	0.01	5.04	0.01	1000
3.5	6.0	0.02	5.04	0.01	1000
3.0	4.0	0.01	5.04	0.01	1000
5.0	5.0	0.02 	5.04	0.01	1000
0.3	0.3	0.03	0.04	0.05	0.06
0.3	0.3	0.03	0.04	0.05	0.06
0.3	0.3	0.03	0.04	0.05	0.06
0.3	0.3	0.03	0.04	0.05	0.06
0.3	0.3	0.03	0.04	0.05	0.06
0.3	0.3	0.03	0.04	0.05	0.06
0.3	0.3	0.03	0.04	0.05	0.06
0.3	0.3	0.03	0.04	0.05	0.06
0.3	0.3	0.03	0.04	0.05	0.06
0.3	0.3	0.03	0.04	0.05	0.06
0.3	0.3	0.03	0.04	0.05	0.06
0.3	0.3	0.03	0.04	0.05	0.06
0.3	0.3	0.03	0.04	0.05	0.06
0.3	0.3	0.03	0.04	0.05	0.06
0.3	0.3	0.03	0.04	0.05	0.06
0.3	0.3	0.03	0.04	0.05	0.06
0.3	0.3	0.03	0.04	0.05	0.06
0.3	0.3	0.03	0.04	0.05	0.06
0.3	0.3	0.03	0.04	0.05	0.06
0.3	0.3	0.03	0.04	0.05	0.06
0.3	0.3	0.03	0.04	0.05	0.06
0.3	0.3	0.03	0.04	0.05	0.06
0.3	0.3	0.03	0.04	0.05	0.06
0.3	0.3	0.03	0.04	0.05	0.06
0.3	0.3	0.03	0.04	0.05	0.06
0.3	0.3	0.03	0.04	0.05	0.06
0.01	0.02	0.03	0.04	0.05	0.06
0.01	0.02	0.03	0.04	0.05	0.06
0.01	0.02	0.03	0.04	0.05	0.06
